Pass,URL,Word count
FALSE,https://www.webcipta.my.id/bandar-lampung,208
FALSE,https://www.webcipta.my.id/blog,249
TRUE,https://www.webcipta.my.id/,1780
TRUE,https://www.webcipta.my.id/blog/cara-memilih-jasa-pembuatan-website-terpercaya,399
TRUE,https://www.webcipta.my.id/blog/cara-meningkatkan-seo-website-indonesia,411
